work_id,pid,pillar,domain,module,title,objective,outputs,dependencies,risk,model_routing,verification,escalation
DOC-DOCUMETA-METAEXTR-TUW-001,P3,Document Vault,Document Metadata,Metadata Extractor,Document metadata schema 구현,Document metadata schema 구현을/를 구현하여 Metadata Extractor capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCUMETA-METAEXTR-TUW-002,P3,Document Vault,Document Metadata,Metadata Extractor,document type enum 구현,document type enum 구현을/를 구현하여 Metadata Extractor capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCUMETA-METAEXTR-TUW-003,P3,Document Vault,Document Metadata,Metadata Extractor,filename metadata parser 구현,filename metadata parser 구현을/를 구현하여 Metadata Extractor capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCUMETA-METAEXTR-TUW-004,P3,Document Vault,Document Metadata,Metadata Extractor,manual metadata editor API 구현,manual metadata editor API 구현을/를 구현하여 Metadata Extractor capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCUMETA-METAEXTR-TUW-005,P3,Document Vault,Document Metadata,Metadata Extractor,metadata change audit 연결,metadata change audit 연결을/를 구현하여 Metadata Extractor capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCUMETA-METAEXTR-TUW-006,P3,Document Vault,Document Metadata,Metadata Extractor,document status enum 구현,document status enum 구현을/를 구현하여 Metadata Extractor capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCUVERS-VERSRESO-TUW-001,P3,Document Vault,Document Versioning,Version Resolver,DocumentVersion schema 구현,DocumentVersion schema 구현을/를 구현하여 Version Resolver capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCUVERS-VERSRESO-TUW-002,P3,Document Vault,Document Versioning,Version Resolver,document_family_id 생성 규칙 구현,document_family_id 생성 규칙 구현을/를 구현하여 Version Resolver capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCUVERS-VERSRESO-TUW-003,P3,Document Vault,Document Versioning,Version Resolver,version_no 계산 함수 구현,version_no 계산 함수 구현을/를 구현하여 Version Resolver capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCUVERS-VERSRESO-TUW-004,P3,Document Vault,Document Versioning,Version Resolver,new version upload API 구현,new version upload API 구현을/를 구현하여 Version Resolver capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCUVERS-VERSRESO-TUW-005,P3,Document Vault,Document Versioning,Version Resolver,version list API 구현,version list API 구현을/를 구현하여 Version Resolver capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCUVERS-VERSRESO-TUW-006,P3,Document Vault,Document Versioning,Version Resolver,superseded version 표시 구현,superseded version 표시 구현을/를 구현하여 Version Resolver capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCUVERS-VERSRESO-TUW-007,P3,Document Vault,Document Versioning,Version Resolver,version status filter 구현,version status filter 구현을/를 구현하여 Version Resolver capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-OCRTEXTEXT-EXTRWORK-TUW-001,P3,Document Vault,OCR Text Extraction,Extraction Worker,extraction job queue 구현,extraction job queue 구현을/를 구현하여 Extraction Worker capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-OCRTEXTEXT-EXTRWORK-TUW-002,P3,Document Vault,OCR Text Extraction,Extraction Worker,PDF text extractor adapter 구현,PDF text extractor adapter 구현을/를 구현하여 Extraction Worker capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-OCRTEXTEXT-EXTRWORK-TUW-003,P3,Document Vault,OCR Text Extraction,Extraction Worker,DOCX text extractor adapter 구현,DOCX text extractor adapter 구현을/를 구현하여 Extraction Worker capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-OCRTEXTEXT-EXTRWORK-TUW-004,P3,Document Vault,OCR Text Extraction,Extraction Worker,OCR pending status 구현,OCR pending status 구현을/를 구현하여 Extraction Worker capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-OCRTEXTEXT-EXTRWORK-TUW-005,P3,Document Vault,OCR Text Extraction,Extraction Worker,extraction confidence 저장,extraction confidence 저장을/를 구현하여 Extraction Worker capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-OCRTEXTEXT-EXTRWORK-TUW-006,P3,Document Vault,OCR Text Extraction,Extraction Worker,extraction failure retry 구현,extraction failure retry 구현을/를 구현하여 Extraction Worker capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCULIFE-LIFEMANA-TUW-001,P3,Document Vault,Document Lifecycle,Lifecycle Manager,soft delete 구현,soft delete 구현을/를 구현하여 Lifecycle Manager capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCULIFE-LIFEMANA-TUW-002,P3,Document Vault,Document Lifecycle,Lifecycle Manager,restore 구현,restore 구현을/를 구현하여 Lifecycle Manager capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCULIFE-LIFEMANA-TUW-003,P3,Document Vault,Document Lifecycle,Lifecycle Manager,legal hold delete block hook 구현,legal hold delete block hook 구현을/를 구현하여 Lifecycle Manager capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCULIFE-LIFEMANA-TUW-004,P3,Document Vault,Document Lifecycle,Lifecycle Manager,archived document mutation 제한 구현,archived document mutation 제한 구현을/를 구현하여 Lifecycle Manager capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCULIFE-LIFEMANA-TUW-005,P3,Document Vault,Document Lifecycle,Lifecycle Manager,download audit 연결,download audit 연결을/를 구현하여 Lifecycle Manager capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DOC-DOCULIFE-LIFEMANA-TUW-006,P3,Document Vault,Document Lifecycle,Lifecycle Manager,view audit 연결,view audit 연결을/를 구현하여 Lifecycle Manager capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-RBAC-ROLEMATR-TUW-001,P4,Permission & Security Governance,RBAC,Role Matrix,role enum 구현,role enum 구현을/를 구현하여 Role Matrix capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-RBAC-ROLEMATR-TUW-002,P4,Permission & Security Governance,RBAC,Role Matrix,role permission matrix 작성,role permission matrix 작성을/를 구현하여 Role Matrix capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-RBAC-ROLEMATR-TUW-003,P4,Permission & Security Governance,RBAC,Role Matrix,role assignment API 구현,role assignment API 구현을/를 구현하여 Role Matrix capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-RBAC-ROLEMATR-TUW-004,P4,Permission & Security Governance,RBAC,Role Matrix,role change audit 구현,role change audit 구현을/를 구현하여 Role Matrix capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-RBAC-ROLEMATR-TUW-005,P4,Permission & Security Governance,RBAC,Role Matrix,admin-only route guard 구현,admin-only route guard 구현을/를 구현하여 Role Matrix capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-MATTPERM-ACCECONT-TUW-001,P4,Permission & Security Governance,Matter Permission,Access Control,canReadMatter 함수 구현,canReadMatter 함수 구현을/를 구현하여 Access Control capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-MATTPERM-ACCECONT-TUW-002,P4,Permission & Security Governance,Matter Permission,Access Control,canEditMatter 함수 구현,canEditMatter 함수 구현을/를 구현하여 Access Control capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-MATTPERM-ACCECONT-TUW-003,P4,Permission & Security Governance,Matter Permission,Access Control,canUploadToMatter 함수 구현,canUploadToMatter 함수 구현을/를 구현하여 Access Control capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-MATTPERM-ACCECONT-TUW-004,P4,Permission & Security Governance,Matter Permission,Access Control,Matter member 아닌 사용자 접근 차단,Matter member 아닌 사용자 접근 차단을/를 구현하여 Access Control capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-MATTPERM-ACCECONT-TUW-005,P4,Permission & Security Governance,Matter Permission,Access Control,Matter search permission filter 구현,Matter search permission filter 구현을/를 구현하여 Access Control capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-MATTPERM-ACCECONT-TUW-006,P4,Permission & Security Governance,Matter Permission,Access Control,fail closed permission wrapper 구현,fail closed permission wrapper 구현을/를 구현하여 Access Control capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-DOCUPERM-ACCECONT-TUW-001,P4,Permission & Security Governance,Document Permission,Access Control,canReadDocument 함수 구현,canReadDocument 함수 구현을/를 구현하여 Access Control capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-DOCUPERM-ACCECONT-TUW-002,P4,Permission & Security Governance,Document Permission,Access Control,canDownloadDocument 함수 구현,canDownloadDocument 함수 구현을/를 구현하여 Access Control capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-DOCUPERM-ACCECONT-TUW-003,P4,Permission & Security Governance,Document Permission,Access Control,document confidentiality policy 구현,document confidentiality policy 구현을/를 구현하여 Access Control capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-DOCUPERM-ACCECONT-TUW-004,P4,Permission & Security Governance,Document Permission,Access Control,download reason requirement 구현,download reason requirement 구현을/를 구현하여 Access Control capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-DOCUPERM-ACCECONT-TUW-005,P4,Permission & Security Governance,Document Permission,Access Control,document permission UI 구현,document permission UI 구현을/를 구현하여 Access Control capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-DOCUPERM-ACCECONT-TUW-006,P4,Permission & Security Governance,Document Permission,Access Control,permission denied safe message 구현,permission denied safe message 구현을/를 구현하여 Access Control capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-ETHIWALL-WALLENFO-TUW-001,P4,Permission & Security Governance,Ethical Wall,Wall Enforcement,EthicalWall schema 구현,EthicalWall schema 구현을/를 구현하여 Wall Enforcement capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-ETHIWALL-WALLENFO-TUW-002,P4,Permission & Security Governance,Ethical Wall,Wall Enforcement,wall membership schema 구현,wall membership schema 구현을/를 구현하여 Wall Enforcement capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-ETHIWALL-WALLENFO-TUW-003,P4,Permission & Security Governance,Ethical Wall,Wall Enforcement,wall create API 구현,wall create API 구현을/를 구현하여 Wall Enforcement capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-ETHIWALL-WALLENFO-TUW-004,P4,Permission & Security Governance,Ethical Wall,Wall Enforcement,wall enforcement in document access,wall enforcement in document access을/를 구현하여 Wall Enforcement capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-ETHIWALL-WALLENFO-TUW-005,P4,Permission & Security Governance,Ethical Wall,Wall Enforcement,wall enforcement in search,wall enforcement in search을/를 구현하여 Wall Enforcement capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-ETHIWALL-WALLENFO-TUW-006,P4,Permission & Security Governance,Ethical Wall,Wall Enforcement,wall enforcement in AI retrieval,wall enforcement in AI retrieval을/를 구현하여 Wall Enforcement capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-ETHIWALL-WALLENFO-TUW-007,P4,Permission & Security Governance,Ethical Wall,Wall Enforcement,wall bypass break-glass workflow skeleton 구현,wall bypass break-glass workflow skeleton 구현을/를 구현하여 Wall Enforcement capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-DLP-SENSDATADE-TUW-001,P4,Permission & Security Governance,DLP,Sensitive Data Detector,주민등록번호 탐지 rule 구현,주민등록번호 탐지 rule 구현을/를 구현하여 Sensitive Data Detector capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-DLP-SENSDATADE-TUW-002,P4,Permission & Security Governance,DLP,Sensitive Data Detector,계좌번호 탐지 rule 구현,계좌번호 탐지 rule 구현을/를 구현하여 Sensitive Data Detector capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-DLP-SENSDATADE-TUW-003,P4,Permission & Security Governance,DLP,Sensitive Data Detector,이메일/전화번호 탐지 rule 구현,이메일/전화번호 탐지 rule 구현을/를 구현하여 Sensitive Data Detector capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-DLP-SENSDATADE-TUW-004,P4,Permission & Security Governance,DLP,Sensitive Data Detector,DLP finding schema 구현,DLP finding schema 구현을/를 구현하여 Sensitive Data Detector capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-DLP-SENSDATADE-TUW-005,P4,Permission & Security Governance,DLP,Sensitive Data Detector,external sharing DLP warning 구현,external sharing DLP warning 구현을/를 구현하여 Sensitive Data Detector capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
SEC-DLP-SENSDATADE-TUW-006,P4,Permission & Security Governance,DLP,Sensitive Data Detector,AI external model DLP block hook 구현,AI external model DLP block hook 구현을/를 구현하여 Sensitive Data Detector capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
